source_node,target_node,edge_type
32,4511,neg_statement
263,4554,neg_statement
32,4554,neg_statement
263,4555,neg_statement
32,4555,neg_statement
263,4556,neg_statement
32,4556,neg_statement
263,4557,neg_statement
32,4557,neg_statement
263,4558,neg_statement
32,4558,neg_statement
263,4559,neg_statement
32,4559,neg_statement
263,4560,neg_statement
32,4560,neg_statement
263,4561,neg_statement
32,4561,neg_statement
263,4562,neg_statement
32,4562,neg_statement
263,4563,neg_statement
32,4563,neg_statement
901,4564,neg_statement
2739,4564,neg_statement
2460,4564,neg_statement
4360,4564,neg_statement
2112,4564,neg_statement
3548,4564,neg_statement
4161,4564,neg_statement
4148,4564,neg_statement
3265,4564,neg_statement
109,4564,neg_statement
959,4565,neg_statement
104,4565,neg_statement
502,4565,neg_statement
3305,4565,neg_statement
2330,4565,neg_statement
655,4566,neg_statement
823,4567,neg_statement
823,4568,neg_statement
823,4569,neg_statement
1562,4570,neg_statement
3158,4571,neg_statement
3429,4572,neg_statement
877,4572,neg_statement
41,4573,neg_statement
2425,4573,neg_statement
2359,4573,neg_statement
41,4574,neg_statement
2425,4574,neg_statement
2359,4574,neg_statement
41,4575,neg_statement
2425,4575,neg_statement
2359,4575,neg_statement
41,4576,neg_statement
2425,4576,neg_statement
2359,4576,neg_statement
41,4577,neg_statement
2425,4577,neg_statement
2359,4577,neg_statement
41,4505,neg_statement
2425,4505,neg_statement
2359,4505,neg_statement
2359,4578,neg_statement
41,4578,neg_statement
2425,4578,neg_statement
2359,4579,neg_statement
41,4579,neg_statement
2425,4579,neg_statement
2359,4580,neg_statement
41,4580,neg_statement
2425,4580,neg_statement
41,4581,neg_statement
2425,4581,neg_statement
2359,4581,neg_statement
41,4582,neg_statement
2425,4582,neg_statement
2359,4582,neg_statement
1760,4583,neg_statement
1760,4584,neg_statement
1760,4545,neg_statement
1760,4585,neg_statement
1760,4586,neg_statement
2384,4587,neg_statement
1393,4587,neg_statement
646,4587,neg_statement
1977,4588,neg_statement
3690,4588,neg_statement
2001,4588,neg_statement
2227,4588,neg_statement
218,4589,neg_statement
937,4589,neg_statement
272,4589,neg_statement
218,4590,neg_statement
937,4590,neg_statement
272,4590,neg_statement
218,4591,neg_statement
937,4591,neg_statement
272,4591,neg_statement
218,4592,neg_statement
937,4592,neg_statement
272,4592,neg_statement
4098,4593,neg_statement
4104,4593,neg_statement
101,4593,neg_statement
4220,4593,neg_statement
1612,4593,neg_statement
2469,4593,neg_statement
946,4593,neg_statement
3583,4593,neg_statement
4378,4593,neg_statement
3106,4593,neg_statement
3730,4593,neg_statement
4098,4594,neg_statement
4104,4594,neg_statement
101,4594,neg_statement
4220,4594,neg_statement
1612,4594,neg_statement
2469,4594,neg_statement
946,4594,neg_statement
3583,4594,neg_statement
4378,4594,neg_statement
3106,4594,neg_statement
3730,4594,neg_statement
4098,4595,neg_statement
4104,4595,neg_statement
101,4595,neg_statement
4220,4595,neg_statement
1612,4595,neg_statement
2469,4595,neg_statement
946,4595,neg_statement
3583,4595,neg_statement
4378,4595,neg_statement
3106,4595,neg_statement
3730,4595,neg_statement
4098,4510,neg_statement
4104,4510,neg_statement
101,4510,neg_statement
4220,4510,neg_statement
1612,4510,neg_statement
2469,4510,neg_statement
946,4510,neg_statement
3583,4510,neg_statement
4378,4510,neg_statement
3106,4510,neg_statement
3730,4510,neg_statement
4098,4596,neg_statement
4104,4596,neg_statement
101,4596,neg_statement
4220,4596,neg_statement
1612,4596,neg_statement
2469,4596,neg_statement
